Type,Time,,Best_Config,Best_newState,Best_R1,Best_R2,Best_R3,Best_Speed,LOOP,CLA1,CLA2,,S1_R1,S1_R2,S1_R3,S1_r,S1_Acc,S1_sp,,S2_R2,S2_R2,S2_R3,S2_r,S2_Acc,S2_sp,,S3_R1,S3_R2,S3_R3,S3_r,S3_Acc,S3_sp,,S4_R1,S4_R2,S4_R3,S4_r,S4_Acc,S4_sp,,S5_R1,S5_R2,S5_R3,S5_r,S5_Acc,S5_sp,,S6_R1,S6_R2,S6_R3,S6_r,S6_Acc,S6_sp,,S7_R1,S7_R2,S7_R3,S7_r,S7_Acc,S7_sp
Normal,741.464,,6,6,483.664,621.488,1.58824,3.4,0.260948,482.788,638.434,,6.92639e-310,6.92639e-310,1.4822e-323,5,93.2,1.9,,6.92639e-310,6.92639e-310,1.4822e-323,4.35794,91.5,-0.2,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-2.3,,6.92639e-310,6.92639e-310,1.4822e-323,4.95221,91.415,-4.4,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-6.5,,483.664,621.488,1.58824,-1,-1,3.4,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-10.7
Normal,746.524,,6,6,487.427,636.354,1.51282,3.9,0.282194,482.788,638.434,,6.92639e-310,6.92639e-310,1.4822e-323,5,89.275,1.9,,6.92639e-310,6.92639e-310,1.4822e-323,4.5634,90.25,-0.2,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-2.3,,6.92639e-310,6.92639e-310,1.4822e-323,4.96022,90.1525,-4.4,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-6.5,,487.427,636.354,1.51282,-1,-1,3.9,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-10.7
Normal,751.582,,6,6,483.501,619.63,1.60606,3.3,0.273448,482.788,638.434,,6.92639e-310,6.92639e-310,1.4822e-323,5,93.4,1.9,,6.92639e-310,6.92639e-310,1.4822e-323,4.34378,91.75,-0.2,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-2.3,,6.92639e-310,6.92639e-310,1.4822e-323,4.93612,91.6675,-4.4,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-6.5,,483.501,619.63,1.60606,-1,-1,3.3,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-10.7
VIOLATION,758.834,,6,6,503.639,644.901,1.60606,3.3,2.4683,482.788,638.434,,251.843,470.827,10000,5,93.4,4,,232.831,350.368,10000,4.54779,91.75,4,,484.674,815.195,2000,-1,-1,4,,261.146,300.533,10000,5.14098,91.6675,4,,512.989,765.36,2000,-1,-1,4,,493.977,644.901,2000,-1,-1,4,,745.82,1109.73,2000,-1,-1,4
DECIDE,760.877,,6,6,484.432,668.905,1.60606,3.3,-1,482.788,638.434,,263.229,484.813,0,5,93.4,2,,243.176,361.849,0,4.54779,91.75,2,,503.176,845.466,0,-1,-1,2,,268.592,309.247,0,5.14098,91.6675,2,,528.647,792.341,0,-1,-1,2,,508.555,668.905,0,-1,-1,2,,715.382,1153.68,0,-1,-1,4
Normal,767.984,,5,5,529.132,753.894,1.42898,2.7,2.07664,528.647,792.341,,251.843,470.827,10000,5,94.6,4,,230.843,347.496,10000,4.50686,96.4,4,,482.686,812.323,10000,-1,-1,4,,250.84,289.067,10000,4.9261,93.7,4,,529.132,753.894,1.42898,-1,-1,2.7,,481.683,630.563,10000,-1,-1,4,,733.526,1095.39,2000,-1,-1,4
Normal,771.281,,5,5,529.806,743.701,1.95238,2.1,0.27008,528.647,792.341,,6.92639e-310,6.92639e-310,1.4822e-323,4.89825,95.8,1.9,,6.92639e-310,6.92639e-310,1.4822e-323,4.50639,97.2,-0.2,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-2.3,,6.92639e-310,6.92639e-310,1.4822e-323,4.89825,95.1,-4.4,,529.806,743.701,1.95238,-1,-1,2.1,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-8.6,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-10.7
Normal,776.346,,5,5,529.263,749.566,1.8,2.5,0.27506,528.647,792.341,,6.92639e-310,6.92639e-310,1.4822e-323,4.94042,95,1.9,,6.92639e-310,6.92639e-310,1.4822e-323,4.34757,96.6667,-0.2,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-2.3,,6.92639e-310,6.92639e-310,1.4822e-323,4.94042,94.1667,-4.4,,529.263,749.566,1.8,-1,-1,2.5,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-8.6,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-10.7
Normal,781.405,,5,5,529.517,749.915,1.8,2.5,0.276378,528.647,792.341,,6.92639e-310,6.92639e-310,1.4822e-323,4.94293,95,1.9,,6.92639e-310,6.92639e-310,1.4822e-323,4.5475,96.6667,-0.2,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-2.3,,6.92639e-310,6.92639e-310,1.4822e-323,4.94293,94.1667,-4.4,,529.517,749.915,1.8,-1,-1,2.5,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-8.6,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-10.7
Normal,786.458,,5,5,529.534,749.939,1.8,2.5,0.270246,528.647,792.341,,6.92639e-310,6.92639e-310,1.4822e-323,4.9431,95,1.9,,6.92639e-310,6.92639e-310,1.4822e-323,4.34992,96.6667,-0.2,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-2.3,,6.92639e-310,6.92639e-310,1.4822e-323,4.9431,94.1667,-4.4,,529.534,749.939,1.8,-1,-1,2.5,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-8.6,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-10.7
Normal,791.505,,5,5,529.265,749.569,1.8,2.5,0.25898,528.647,792.341,,6.92639e-310,6.92639e-310,1.4822e-323,4.94044,95,1.9,,6.92639e-310,6.92639e-310,1.4822e-323,4.5452,96.6667,-0.2,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-2.3,,6.92639e-310,6.92639e-310,1.4822e-323,4.94044,94.1667,-4.4,,529.265,749.569,1.8,-1,-1,2.5,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-8.6,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-10.7
Normal,796.549,,5,5,529.19,752.815,1.74074,2.7,0.266428,528.647,792.341,,6.92639e-310,6.92639e-310,1.4822e-323,4.96379,94.6,1.9,,6.92639e-310,6.92639e-310,1.4822e-323,4.56669,96.4,-0.2,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-2.3,,6.92639e-310,6.92639e-310,1.4822e-323,4.96379,93.7,-4.4,,529.19,752.815,1.74074,-1,-1,2.7,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-8.6,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-10.7
Normal,801.625,,5,5,535.805,778.574,1.57143,3.5,0.2946,528.647,792.341,,6.92639e-310,6.92639e-310,1.4822e-323,5.14956,93,1.9,,6.92639e-310,6.92639e-310,1.4822e-323,4.35732,91.25,-0.2,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-2.3,,6.92639e-310,6.92639e-310,1.4822e-323,5.14956,91.1625,-4.4,,535.805,778.574,1.57143,-1,-1,3.5,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-8.6,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-10.7
Normal,806.673,,5,5,529.654,746.784,1.86957,2.3,0.260272,528.647,792.341,,6.92639e-310,6.92639e-310,1.4822e-323,4.92041,95.4,1.9,,6.92639e-310,6.92639e-310,1.4822e-323,4.52677,96.9333,-0.2,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-2.3,,6.92639e-310,6.92639e-310,1.4822e-323,4.92041,94.6333,-4.4,,529.654,746.784,1.86957,-1,-1,2.3,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-8.6,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-10.7
Normal,811.739,,5,5,529.391,751.414,1.76923,2.6,0.279838,528.647,792.341,,6.92639e-310,6.92639e-310,1.4822e-323,4.95371,94.8,1.9,,6.92639e-310,6.92639e-310,1.4822e-323,4.35927,96.5333,-0.2,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-2.3,,6.92639e-310,6.92639e-310,1.4822e-323,4.95371,93.9333,-4.4,,529.391,751.414,1.76923,-1,-1,2.6,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-8.6,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-10.7
Normal,816.837,,5,5,529.748,748.569,1.83333,2.4,0.310916,528.647,792.341,,6.92639e-310,6.92639e-310,1.4822e-323,4.93325,95.2,1.9,,6.92639e-310,6.92639e-310,1.4822e-323,4.53859,96.8,-0.2,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-2.3,,6.92639e-310,6.92639e-310,1.4822e-323,4.93325,94.4,-4.4,,529.748,748.569,1.83333,-1,-1,2.4,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-8.6,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-10.7
Normal,821.899,,5,5,528.716,747.154,1.83333,2.4,0.294252,528.647,792.341,,6.92639e-310,6.92639e-310,1.4822e-323,4.92307,95.2,1.9,,6.92639e-310,6.92639e-310,1.4822e-323,4.52922,96.8,-0.2,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-2.3,,6.92639e-310,6.92639e-310,1.4822e-323,4.92307,94.4,-4.4,,528.716,747.154,1.83333,-1,-1,2.4,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-8.6,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-10.7
Normal,827.07,,5,5,529.572,746.671,1.86957,2.3,0.38438,528.647,792.341,,6.92639e-310,6.92639e-310,1.4822e-323,4.9196,95.4,1.9,,6.92639e-310,6.92639e-310,1.4822e-323,4.52603,96.9333,-0.2,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-2.3,,6.92639e-310,6.92639e-310,1.4822e-323,4.9196,94.6333,-4.4,,529.572,746.671,1.86957,-1,-1,2.3,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-8.6,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-10.7
Normal,832.261,,5,5,529.794,762.806,1.64516,3.1,0.410884,528.647,792.341,,6.92639e-310,6.92639e-310,1.4822e-323,5.03575,93.8,1.9,,6.92639e-310,6.92639e-310,1.4822e-323,4.4547,92.25,-0.2,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-2.3,,6.92639e-310,6.92639e-310,1.4822e-323,5.03575,92.1725,-4.4,,529.794,762.806,1.64516,-1,-1,3.1,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-8.6,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-10.7
Normal,837.329,,5,5,530.347,759.504,1.66667,3,0.29188,528.647,792.341,,6.92639e-310,6.92639e-310,1.4822e-323,5.01196,94,1.9,,6.92639e-310,6.92639e-310,1.4822e-323,4.43366,96,-0.2,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-2.3,,6.92639e-310,6.92639e-310,1.4822e-323,5.01196,93,-4.4,,530.347,759.504,1.66667,-1,-1,3,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-8.6,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-10.7
Normal,842.38,,5,5,529.768,746.94,1.86957,2.3,0.263336,528.647,792.341,,6.92639e-310,6.92639e-310,1.4822e-323,4.92153,95.4,1.9,,6.92639e-310,6.92639e-310,1.4822e-323,4.52781,96.9333,-0.2,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-2.3,,6.92639e-310,6.92639e-310,1.4822e-323,4.92153,94.6333,-4.4,,529.768,746.94,1.86957,-1,-1,2.3,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-8.6,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-10.7
Normal,847.462,,5,5,529.601,751.703,1.76923,2.6,0.300674,528.647,792.341,,6.92639e-310,6.92639e-310,1.4822e-323,4.95579,94.8,1.9,,6.92639e-310,6.92639e-310,1.4822e-323,4.36109,96.5333,-0.2,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-2.3,,6.92639e-310,6.92639e-310,1.4822e-323,4.95579,93.9333,-4.4,,529.601,751.703,1.76923,-1,-1,2.6,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-8.6,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-10.7
Normal,852.551,,5,5,529.295,746.293,1.86957,2.3,0.305638,528.647,792.341,,6.92639e-310,6.92639e-310,1.4822e-323,4.91688,95.4,1.9,,6.92639e-310,6.92639e-310,1.4822e-323,4.52353,96.9333,-0.2,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-2.3,,6.92639e-310,6.92639e-310,1.4822e-323,4.91688,94.6333,-4.4,,529.295,746.293,1.86957,-1,-1,2.3,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-8.6,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-10.7
Normal,857.622,,5,5,529.424,746.469,1.86957,2.3,0.29342,528.647,792.341,,6.92639e-310,6.92639e-310,1.4822e-323,4.91815,95.4,1.9,,6.92639e-310,6.92639e-310,1.4822e-323,4.5247,96.9333,-0.2,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-2.3,,6.92639e-310,6.92639e-310,1.4822e-323,4.91815,94.6333,-4.4,,529.424,746.469,1.86957,-1,-1,2.3,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-8.6,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-10.7
Normal,862.69,,5,5,529,749.205,1.8,2.5,0.299136,528.647,792.341,,6.92639e-310,6.92639e-310,1.4822e-323,4.93782,95,1.9,,6.92639e-310,6.92639e-310,1.4822e-323,4.34528,96.6667,-0.2,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-2.3,,6.92639e-310,6.92639e-310,1.4822e-323,4.93782,94.1667,-4.4,,529,749.205,1.8,-1,-1,2.5,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-8.6,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-10.7
Normal,867.733,,5,5,533.326,775.073,1.57143,3.5,0.266266,528.647,792.341,,6.92639e-310,6.92639e-310,1.4822e-323,5.12427,93,1.9,,6.92639e-310,6.92639e-310,1.4822e-323,4.533,91.25,-0.2,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-2.3,,6.92639e-310,6.92639e-310,1.4822e-323,5.12427,91.1625,-4.4,,533.326,775.073,1.57143,-1,-1,3.5,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-8.6,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-10.7
Normal,872.789,,5,5,529.146,751.076,1.76923,2.6,0.273732,528.647,792.341,,6.92639e-310,6.92639e-310,1.4822e-323,4.95128,94.8,1.9,,6.92639e-310,6.92639e-310,1.4822e-323,4.55517,96.5333,-0.2,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-2.3,,6.92639e-310,6.92639e-310,1.4822e-323,4.95128,93.9333,-4.4,,529.146,751.076,1.76923,-1,-1,2.6,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-8.6,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-10.7
Normal,877.847,,5,5,529.17,749.438,1.8,2.5,0.26976,528.647,792.341,,6.92639e-310,6.92639e-310,1.4822e-323,4.9395,95,1.9,,6.92639e-310,6.92639e-310,1.4822e-323,4.34676,96.6667,-0.2,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-2.3,,6.92639e-310,6.92639e-310,1.4822e-323,4.9395,94.1667,-4.4,,529.17,749.438,1.8,-1,-1,2.5,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-8.6,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-10.7
Normal,882.902,,5,5,528.691,750.449,1.76923,2.6,0.271796,528.647,792.341,,6.92639e-310,6.92639e-310,1.4822e-323,4.94677,94.8,1.9,,6.92639e-310,6.92639e-310,1.4822e-323,4.55103,96.5333,-0.2,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-2.3,,6.92639e-310,6.92639e-310,1.4822e-323,4.94677,93.9333,-4.4,,528.691,750.449,1.76923,-1,-1,2.6,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-8.6,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-10.7
Normal,887.956,,5,5,529.606,750.038,1.8,2.5,0.269872,528.647,792.341,,6.92639e-310,6.92639e-310,1.4822e-323,4.94381,95,1.9,,6.92639e-310,6.92639e-310,1.4822e-323,4.5483,96.6667,-0.2,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-2.3,,6.92639e-310,6.92639e-310,1.4822e-323,4.94381,94.1667,-4.4,,529.606,750.038,1.8,-1,-1,2.5,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-8.6,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-10.7
Normal,893.015,,5,5,529.54,749.947,1.8,2.5,0.270358,528.647,792.341,,6.92639e-310,6.92639e-310,1.4822e-323,4.94316,95,1.9,,6.92639e-310,6.92639e-310,1.4822e-323,4.34998,96.6667,-0.2,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-2.3,,6.92639e-310,6.92639e-310,1.4822e-323,4.94316,94.1667,-4.4,,529.54,749.947,1.8,-1,-1,2.5,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-8.6,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-10.7
Normal,898.063,,5,5,528.905,750.744,1.76923,2.6,0.267124,528.647,792.341,,6.92639e-310,6.92639e-310,1.4822e-323,4.94889,94.8,1.9,,6.92639e-310,6.92639e-310,1.4822e-323,4.55298,96.5333,-0.2,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-2.3,,6.92639e-310,6.92639e-310,1.4822e-323,4.94889,93.9333,-4.4,,528.905,750.744,1.76923,-1,-1,2.6,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-8.6,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-10.7
Normal,903.141,,5,5,529.463,751.512,1.76923,2.6,0.29662,528.647,792.341,,6.92639e-310,6.92639e-310,1.4822e-323,4.95442,94.8,1.9,,6.92639e-310,6.92639e-310,1.4822e-323,4.35989,96.5333,-0.2,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-2.3,,6.92639e-310,6.92639e-310,1.4822e-323,4.95442,93.9333,-4.4,,529.463,751.512,1.76923,-1,-1,2.6,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-8.6,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-10.7
Normal,908.23,,5,5,529.005,745.895,1.86957,2.3,0.29972,528.647,792.341,,6.92639e-310,6.92639e-310,1.4822e-323,4.91402,95.4,1.9,,6.92639e-310,6.92639e-310,1.4822e-323,4.5209,96.9333,-0.2,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-2.3,,6.92639e-310,6.92639e-310,1.4822e-323,4.91402,94.6333,-4.4,,529.005,745.895,1.86957,-1,-1,2.3,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-8.6,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-10.7
Normal,913.294,,5,5,532.131,773.387,1.57143,3.5,0.278306,528.647,792.341,,6.92639e-310,6.92639e-310,1.4822e-323,5.11209,93,1.9,,6.92639e-310,6.92639e-310,1.4822e-323,4.52224,91.25,-0.2,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-2.3,,6.92639e-310,6.92639e-310,1.4822e-323,5.11209,91.1625,-4.4,,532.131,773.387,1.57143,-1,-1,3.5,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-8.6,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-10.7
Normal,918.363,,5,5,529.046,749.269,1.8,2.5,0.284106,528.647,792.341,,6.92639e-310,6.92639e-310,1.4822e-323,4.93828,95,1.9,,6.92639e-310,6.92639e-310,1.4822e-323,4.54321,96.6667,-0.2,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-2.3,,6.92639e-310,6.92639e-310,1.4822e-323,4.93828,94.1667,-4.4,,529.046,749.269,1.8,-1,-1,2.5,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-8.6,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-10.7
Normal,923.428,,5,5,529.609,750.042,1.8,2.5,0.293692,528.647,792.341,,6.92639e-310,6.92639e-310,1.4822e-323,4.94384,95,1.9,,6.92639e-310,6.92639e-310,1.4822e-323,4.35058,96.6667,-0.2,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-2.3,,6.92639e-310,6.92639e-310,1.4822e-323,4.94384,94.1667,-4.4,,529.609,750.042,1.8,-1,-1,2.5,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-8.6,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-10.7
Normal,928.472,,5,5,529.42,748.119,1.83333,2.4,0.266392,528.647,792.341,,6.92639e-310,6.92639e-310,1.4822e-323,4.93001,95.2,1.9,,6.92639e-310,6.92639e-310,1.4822e-323,4.53561,96.8,-0.2,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-2.3,,6.92639e-310,6.92639e-310,1.4822e-323,4.93001,94.4,-4.4,,529.42,748.119,1.83333,-1,-1,2.4,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-8.6,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-10.7
Normal,933.56,,5,5,529.479,751.535,1.76923,2.6,0.308248,528.647,792.341,,6.92639e-310,6.92639e-310,1.4822e-323,4.95458,94.8,1.9,,6.92639e-310,6.92639e-310,1.4822e-323,4.36003,96.5333,-0.2,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-2.3,,6.92639e-310,6.92639e-310,1.4822e-323,4.95458,93.9333,-4.4,,529.479,751.535,1.76923,-1,-1,2.6,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-8.6,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-10.7
Normal,938.665,,5,5,529.717,745.22,1.90909,2.2,0.320086,528.647,792.341,,6.92639e-310,6.92639e-310,1.4822e-323,4.90917,95.6,1.9,,6.92639e-310,6.92639e-310,1.4822e-323,4.51644,97.0667,-0.2,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-2.3,,6.92639e-310,6.92639e-310,1.4822e-323,4.90917,94.8667,-4.4,,529.717,745.22,1.90909,-1,-1,2.2,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-8.6,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-10.7
Normal,943.816,,5,5,530.542,771.143,1.57143,3.5,0.369455,528.647,792.341,,6.92639e-310,6.92639e-310,1.4822e-323,5.09589,93,1.9,,6.92639e-310,6.92639e-310,1.4822e-323,4.5079,91.25,-0.2,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-2.3,,6.92639e-310,6.92639e-310,1.4822e-323,5.09589,91.1625,-4.4,,530.542,771.143,1.57143,-1,-1,3.5,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-8.6,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-10.7
Normal,953.506,,6,6,508.919,626.496,1.40961,2.4,2.3825,508.555,668.905,,249.519,466.648,10000,4.95111,95.2,4,,227.102,342.091,10000,4.42994,96.8,4,,476.621,802.739,10000,-1,-1,4,,252.042,290.405,10000,4.95111,94.4,4,,501.56,751.052,10000,-1,-1,4,,508.919,626.496,1.40961,-1,-1,2.4,,728.663,1087.14,2000,-1,-1,4
Normal,956.607,,6,6,509.153,623.033,2,2,0.328556,508.555,668.905,,6.92639e-310,6.92639e-310,1.4822e-323,5,96,1.9,,6.92639e-310,6.92639e-310,1.4822e-323,4.45962,97.3333,-0.2,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-2.3,,6.92639e-310,6.92639e-310,1.4822e-323,4.84742,95.3333,-4.4,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-6.5,,509.153,623.033,2,-1,-1,2,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-10.7
Normal,961.729,,6,6,512.951,638.185,1.66667,3,0.334968,508.555,668.905,,6.92639e-310,6.92639e-310,1.4822e-323,5,94,1.9,,6.92639e-310,6.92639e-310,1.4822e-323,4.49628,96,-0.2,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-2.3,,6.92639e-310,6.92639e-310,1.4822e-323,5.08275,93,-4.4,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-6.5,,512.951,638.185,1.66667,-1,-1,3,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-10.7
Normal,966.834,,6,6,508.659,628.319,1.8,2.5,0.32952,508.555,668.905,,6.92639e-310,6.92639e-310,1.4822e-323,5,95,1.9,,6.92639e-310,6.92639e-310,1.4822e-323,4.50077,96.6667,-0.2,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-2.3,,6.92639e-310,6.92639e-310,1.4822e-323,4.89214,94.1667,-4.4,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-6.5,,508.659,628.319,1.8,-1,-1,2.5,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-10.7
Normal,971.951,,6,6,513.359,638.678,1.66667,3,0.334986,508.555,668.905,,6.92639e-310,6.92639e-310,1.4822e-323,5,94,1.9,,6.92639e-310,6.92639e-310,1.4822e-323,4.50006,96,-0.2,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-2.3,,6.92639e-310,6.92639e-310,1.4822e-323,5.08702,93,-4.4,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-6.5,,513.359,638.678,1.66667,-1,-1,3,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-10.7
Normal,977.075,,6,6,509.363,627.979,1.83333,2.4,0.345532,508.555,668.905,,6.92639e-310,6.92639e-310,1.4822e-323,5,95.2,1.9,,6.92639e-310,6.92639e-310,1.4822e-323,4.49812,96.8,-0.2,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-2.3,,6.92639e-310,6.92639e-310,1.4822e-323,4.88927,94.4,-4.4,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-6.5,,509.363,627.979,1.83333,-1,-1,2.4,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-10.7
Normal,982.179,,6,6,509.404,626.846,1.86957,2.3,0.327362,508.555,668.905,,6.92639e-310,6.92639e-310,1.4822e-323,5,95.4,1.9,,6.92639e-310,6.92639e-310,1.4822e-323,4.4893,96.9333,-0.2,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-2.3,,6.92639e-310,6.92639e-310,1.4822e-323,4.87968,94.6333,-4.4,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-6.5,,509.404,626.846,1.86957,-1,-1,2.3,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-10.7
