22.1957,LCA_HERMES,29.108
22.1961,Send_HERMES,,0.027
23.4536,Receive_HERMES,,0.436
23.9553,Receive_HERMES,,0.191
27.2321,Selection_HERMES,,,2.631
384.905,Control_HERMES,,,,18.427
384.905,Changes?_HERMES,,,,,0.074
386.831,LCA,16.038
386.831,Send_HERMES,,0.048
386.832,Receive_HERMES,,0.125
387.587,Receive_HERMES,,0.129
391.86,Selection_HERMES,,,0.929
393.935,Control_HERMES,,,,16.051
393.935,Changes?_HERMES,,,,,0.089
399.068,Control_HERMES,,,,15.69
399.069,Changes?_HERMES,,,,,0.078
402.089,Receive_HERMES,,0.187
407.119,Selection_HERMES,,,1.079
409.264,Control_HERMES,,,,15.396
409.265,Changes?_HERMES,,,,,0.073
411.6,LCA,17.078
411.6,Send_HERMES,,0.021
413.116,Receive_HERMES,,0.133
416.639,Receive_HERMES,,0.225
416.642,Selection_HERMES,,,1.107
418.733,Control_HERMES,,,,15.362
418.734,Changes?_HERMES,,,,,0.049
423.617,Control_HERMES,,,,15.027
423.617,Changes?_HERMES,,,,,0.111
423.618,Receive_HERMES,,0.106
428.649,Selection_HERMES,,,0.986
430.69,Control_HERMES,,,,15.781
430.69,Changes?_HERMES,,,,,0.084
433.952,Control_HERMES,,,,2.257
433.953,Changes?_HERMES,,,,,0.07
438.259,Receive_HERMES,,0.204
443.3,Selection_HERMES,,,1.045
445.502,Control_HERMES,,,,16.1
445.502,Changes?_HERMES,,,,,0.048
450.331,Control_HERMES,,,,15.37
450.331,Changes?_HERMES,,,,,0.049
455.36,Control_HERMES,,,,15.1
455.36,Changes?_HERMES,,,,,0.052
460.369,Control_HERMES,,,,14.88
460.37,Changes?_HERMES,,,,,0.047
465.383,Control_HERMES,,,,14.719
465.383,Changes?_HERMES,,,,,0.049
470.437,Control_HERMES,,,,14.635
470.437,Changes?_HERMES,,,,,0.047
475.456,Control_HERMES,,,,14.622
475.457,Changes?_HERMES,,,,,0.077
480.505,Control_HERMES,,,,15.084
480.505,Changes?_HERMES,,,,,0.05
485.53,Control_HERMES,,,,15.266
485.53,Changes?_HERMES,,,,,0.048
490.59,Control_HERMES,,,,15.024
490.59,Changes?_HERMES,,,,,0.048
495.662,Control_HERMES,,,,15.247
495.663,Changes?_HERMES,,,,,0.049
500.747,Control_HERMES,,,,15.309
500.747,Changes?_HERMES,,,,,0.049
506.34,Control_HERMES,,,,16.153
506.341,Changes?_HERMES,,,,,0.048
508.362,Receive_HERMES,,0.202
513.405,Selection_HERMES,,,0.623
515.455,Control_HERMES,,,,15.591
515.456,Changes?_HERMES,,,,,0.067
518.693,Control_HERMES,,,,2.187
518.694,Changes?_HERMES,,,,,0.071
523.003,Receive_HERMES,,0.143
525.019,Receive_HERMES,,0.268
528.042,Selection_HERMES,,,0.86
530.355,Control_HERMES,,,,15.781
530.355,Changes?_HERMES,,,,,0.073
533.326,Control_HERMES,,,,2.112
533.327,Changes?_HERMES,,,,,0.056
534.147,Receive_HERMES,,0.197
539.181,Selection_HERMES,,,1.081
542.14,Control_HERMES,,,,18.217
542.14,Changes?_HERMES,,,,,0.072
546.396,Control_HERMES,,,,18.088
546.396,Changes?_HERMES,,,,,0.052
551.197,Control_HERMES,,,,14.976
551.197,Changes?_HERMES,,,,,0.054
556.289,Control_HERMES,,,,15.291
556.289,Changes?_HERMES,,,,,0.047
561.349,Control_HERMES,,,,14.921
561.349,Changes?_HERMES,,,,,0.053
566.384,Control_HERMES,,,,14.996
566.385,Changes?_HERMES,,,,,0.048
571.398,Control_HERMES,,,,14.915
571.399,Changes?_HERMES,,,,,0.049
576.424,Control_HERMES,,,,14.944
576.424,Changes?_HERMES,,,,,0.048
581.443,Control_HERMES,,,,14.688
581.443,Changes?_HERMES,,,,,0.065
586.509,Control_HERMES,,,,15.385
586.51,Changes?_HERMES,,,,,0.081
592.349,Control_HERMES,,,,18.249
592.349,Changes?_HERMES,,,,,0.072
596.951,Control_HERMES,,,,15.367
596.951,Changes?_HERMES,,,,,0.072
601.819,Control_HERMES,,,,15.953
601.82,Changes?_HERMES,,,,,0.058
601.822,Receive_HERMES,,0.108
606.851,Selection_HERMES,,,0.996
608.803,Control_HERMES,,,,16.246
608.803,Changes?_HERMES,,,,,0.059
612.361,Control_HERMES,,,,2.584
612.362,Changes?_HERMES,,,,,0.081
614.374,Receive_HERMES,,0.212
619.408,Selection_HERMES,,,1.096
621.568,Control_HERMES,,,,16.266
621.568,Changes?_HERMES,,,,,0.072
626.825,Control_HERMES,,,,16.122
626.825,Changes?_HERMES,,,,,0.07
628.847,Receive_HERMES,,0.431
633.883,Selection_HERMES,,,0.677
636.157,Control_HERMES,,,,16.213
636.157,Changes?_HERMES,,,,,0.07
639.18,Control_HERMES,,,,2.004
639.18,Changes?_HERMES,,,,,0.095
640.44,Receive_HERMES,,0.22
645.474,Selection_HERMES,,,1.05
647.71,Control_HERMES,,,,15.637
647.71,Changes?_HERMES,,,,,0.058
652.506,Control_HERMES,,,,16.124
652.516,Changes?_HERMES,,,,,0.23
658.124,Control_HERMES,,,,20.736
658.124,Changes?_HERMES,,,,,0.048
662.467,Control_HERMES,,,,15.473
662.468,Changes?_HERMES,,,,,0.049
667.576,Control_HERMES,,,,15.211
667.576,Changes?_HERMES,,,,,0.048
673.061,Control_HERMES,,,,17.943
673.061,Changes?_HERMES,,,,,0.05
677.932,Control_HERMES,,,,15.468
677.933,Changes?_HERMES,,,,,0.052
684.087,Control_HERMES,,,,17.658
684.088,Changes?_HERMES,,,,,0.055
688.088,Control_HERMES,,,,14.601
688.088,Changes?_HERMES,,,,,0.074
688.09,Receive_HERMES,,0.088
693.128,Selection_HERMES,,,1.055
697.064,Control_HERMES,,,,17.417
697.065,Changes?_HERMES,,,,,0.069
698.07,Receive_HERMES,,0.144
703.106,Selection_HERMES,,,1.021
705.266,Control_HERMES,,,,15.765
705.267,Changes?_HERMES,,,,,0.06
710.137,Control_HERMES,,,,14.873
710.137,Changes?_HERMES,,,,,0.048
715.272,Control_HERMES,,,,15.53
715.273,Changes?_HERMES,,,,,0.047
720.363,Control_HERMES,,,,14.842
720.363,Changes?_HERMES,,,,,0.048
725.462,Control_HERMES,,,,14.962
725.462,Changes?_HERMES,,,,,0.075
730.545,Control_HERMES,,,,14.903
730.545,Changes?_HERMES,,,,,0.048
735.68,Control_HERMES,,,,15.251
735.681,Changes?_HERMES,,,,,0.122
741.007,Control_HERMES,,,,15.408
741.007,Changes?_HERMES,,,,,0.052
746.411,Control_HERMES,,,,18.895
746.412,Changes?_HERMES,,,,,0.047
751.224,Control_HERMES,,,,16.384
751.224,Changes?_HERMES,,,,,0.07
756.039,Control_HERMES,,,,15.545
756.039,Changes?_HERMES,,,,,0.066
756.043,Receive_HERMES,,0.123
761.069,Selection_HERMES,,,1.054
763.709,Control_HERMES,,,,17.518
763.709,Changes?_HERMES,,,,,0.071
766.227,Receive_HERMES,,0.158
771.256,Selection_HERMES,,,0.897
773.642,Control_HERMES,,,,17.996
773.643,Changes?_HERMES,,,,,0.081
778.348,Control_HERMES,,,,16.4
778.349,Changes?_HERMES,,,,,0.056
783.905,Control_HERMES,,,,17.889
783.906,Changes?_HERMES,,,,,0.074
788.457,Control_HERMES,,,,15.217
788.457,Changes?_HERMES,,,,,0.05
793.444,Control_HERMES,,,,14.804
793.444,Changes?_HERMES,,,,,0.052
798.805,Control_HERMES,,,,15.487
798.805,Changes?_HERMES,,,,,0.049
803.863,Control_HERMES,,,,15.268
803.865,Changes?_HERMES,,,,,0.075
808.955,Control_HERMES,,,,15.239
808.957,Changes?_HERMES,,,,,0.11
814.016,Control_HERMES,,,,15.435
814.017,Changes?_HERMES,,,,,0.067
819.061,Control_HERMES,,,,15.334
819.062,Changes?_HERMES,,,,,0.11
824.127,Control_HERMES,,,,15.225
824.128,Changes?_HERMES,,,,,0.074
829.159,Control_HERMES,,,,15.364
829.159,Changes?_HERMES,,,,,0.107
834.198,Control_HERMES,,,,15.5
834.199,Changes?_HERMES,,,,,0.071
839.256,Control_HERMES,,,,15.103
839.257,Changes?_HERMES,,,,,0.138
844.278,Control_HERMES,,,,15.086
844.279,Changes?_HERMES,,,,,0.048
849.306,Control_HERMES,,,,14.612
849.307,Changes?_HERMES,,,,,0.085
854.356,Control_HERMES,,,,15.328
854.357,Changes?_HERMES,,,,,0.116
859.411,Control_HERMES,,,,14.864
859.412,Changes?_HERMES,,,,,0.062
864.428,Control_HERMES,,,,14.95
864.429,Changes?_HERMES,,,,,0.094
869.476,Control_HERMES,,,,14.78
869.477,Changes?_HERMES,,,,,0.1
874.563,Control_HERMES,,,,15.128
874.564,Changes?_HERMES,,,,,0.082
879.651,Control_HERMES,,,,15.084
879.651,Changes?_HERMES,,,,,0.09
884.717,Control_HERMES,,,,14.524
884.722,Changes?_HERMES,,,,,0.147
889.761,Control_HERMES,,,,14.745
889.762,Changes?_HERMES,,,,,0.063
894.913,Control_HERMES,,,,15.034
894.914,Changes?_HERMES,,,,,0.135
900.132,Control_HERMES,,,,15.05
900.132,Changes?_HERMES,,,,,0.076
905.231,Control_HERMES,,,,14.965
905.232,Changes?_HERMES,,,,,0.049
910.658,Control_HERMES,,,,15.682
910.659,Changes?_HERMES,,,,,0.102
913.178,Receive_HERMES,,0.246
918.21,Selection_HERMES,,,0.894
921.933,Control_HERMES,,,,18.117
921.934,Changes?_HERMES,,,,,0.126
925.587,Control_HERMES,,,,17.657
925.588,Changes?_HERMES,,,,,0.052
927.492,LCA,16.435
927.492,Send_HERMES,,0.02
927.494,Receive_HERMES,,0.132
927.495,Receive_HERMES,,0.077
932.531,Selection_HERMES,,,1.126
934.331,Control_HERMES,,,,15.337
934.332,Changes?_HERMES,,,,,0.129
939.815,Control_HERMES,,,,16.101
939.815,Changes?_HERMES,,,,,0.074
942.336,Receive_HERMES,,0.28
947.374,Selection_HERMES,,,0.684
949.92,Control_HERMES,,,,15.919
949.921,Changes?_HERMES,,,,,0.128
951.18,Receive_HERMES,,0.206
956.214,Selection_HERMES,,,1.099
958.922,Control_HERMES,,,,16.441
958.923,Changes?_HERMES,,,,,0.084
963.966,Control_HERMES,,,,21.222
963.967,Changes?_HERMES,,,,,0.206
966.03,LCA,16.922
966.03,Send_HERMES,,0.02
971.06,Selection_HERMES,,,0.66
973.024,Control_HERMES,,,,16.307
973.025,Changes?_HERMES,,,,,0.075
975.182,LCA,16.814
975.182,Send_HERMES,,0.016
975.186,Receive_HERMES,,0.134
980.237,Selection_HERMES,,,0.761
982.165,Control_HERMES,,,,16.578
982.167,Changes?_HERMES,,,,,0.103
987.297,Control_HERMES,,,,15.232
987.298,Changes?_HERMES,,,,,0.088
992.385,Control_HERMES,,,,15.163
992.388,Changes?_HERMES,,,,,0.101
997.513,Control_HERMES,,,,15.356
997.514,Changes?_HERMES,,,,,0.073
